Genotypes,Replication,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
TMS18F1323P0024,2,0,1,145.8333333,9,56,24.59,3,68.91,21.78,2,16.85,18.2,104,140,24.3,6.7,22.5,0.52,27.8,100
IITA-TMS-IBA000070,2,1,2,195,9,46,,2,83,26.56,1,24.15,23.55,75.83333333,165,31.4,9.1,32.2,0.49,29,61.66666667
TMS18F1028P0030,2,9,3,202.5,8,14,,3,77.31,25.51,2,23.95,3.2,70.83333333,221.6666667,4.3,1.5,31.9,0.12,36.3,68.33333333
TMS18F1340P0030,2,0,1,169.1666667,9,33,,3,85.91,24.68,1,13.7,14.85,106.6666667,165,19.8,6.8,18.3,0.52,34.1,93.33333333
TMS18F1345P0012,2,0,3,144.5,9,45,25.18,3,74.67,22.22,2,14.65,24.95,23.33333333,145,33.3,12.6,19.5,0.63,37.9,11.66666667
TMS18F1005P0023,2,3,2,115.8333333,9,26,,3,76.66,20.62,1,5.55,6.45,40.33333333,106.6666667,8.6,3.1,7.4,0.54,35.6,50
TMS18F1308P0082,2,0,1,135.8333333,9,29,25.64,2,,24.65,2,10.9,15.95,66.25,131.6666667,21.3,6.3,14.5,0.59,29.6,77.5
TMS18F1298P0017,2,0,2,188.3333333,5,29,25.33,4,75.14,25.03,1,10.75,16.6,90,183.3333333,22.1,6.3,14.3,0.61,28.3,90
TMS18F1312P0039,2,0,3,213.3333333,9,43,,3,87.83,29.13,2,22.9,11.5,103.3333333,213.3333333,15.3,4.5,30.5,0.33,29.6,102.3333333
TMS18F1352P0049,2,0,2,208.3333333,9,35,21.71,3,86.75,28.14,2,15.45,20.3,103.3333333,218.3333333,27.1,7.9,20.6,0.57,29.3,106.6666667
TMS18F1345P0056,2,0,3,213.3333333,9,83,,3,93.79,25.85,1,25.55,34.05,75,191.6666667,45.4,11.9,34.1,0.57,26.3,36.66666667
TMS18F1047P0046,2,0,2,165,8,45,25.83,3,92.65,24.17,1,13.5,14.2,73.33333333,173.3333333,18.9,5.4,18.0,0.51,28.5,91.66666667
TMS18F1217P0075,2,0,2,135,4,18,34.26,3,86.17,22.77,2,11.1,6.65,68.33333333,133.3333333,8.9,3.4,14.8,0.37,37.8,68.33333333
IITA-TMS-IBA980581,2,0,1,156.6666667,9,37,,2,,24.55,2,20.9,12.65,99,153.3333333,16.9,,27.9,0.38,,115
TMS18F1048P0023,2,2,1,140,6,15,,1,,24.47,2,9.8,3.85,50,148.3333333,5.1,2.0,13.1,0.28,38.8,97.5
TMS18F1353P0038,2,0,0,221.6666667,9,54,25.46,1,,25.02,2,23.1,22.2,,216.6666667,29.6,11.3,30.8,0.49,38.2,
IITA-TMS-IBA30572,2,4,2,181.6666667,9,18,22.86,3,89.74,30.9,2,22.85,29.55,113.6666667,181,39.4,12.1,30.5,0.56,30.7,101.6666667
TMS18F1447P0045,2,1,2,224.1666667,9,40,,3,83.54,24.72,3,10.8,9.8,132.5,233.3333333,13.1,4.2,14.4,0.48,31.8,153.3333333
TMS18F1342P0017,2,0,2,125.8333333,9,32,25.44,3,74.38,18.29,3,10.05,17.9,78.33333333,120,23.9,7.5,13.4,0.64,31.6,88.33333333
TMS18F1258P0062,2,3,3,138.75,0,,,,,,,5.5,6.75,40,135,9.0,,7.3,0.55,,23.33333333
TMS18F1318P0018,2,0,1,183.3333333,9,27,,3,,26.11,2,6.9,6.3,101.6666667,176.6666667,8.4,3.0,9.2,0.48,35.8,101.6666667
TMS18F1313P0053,2,0,2,191.6666667,9,42,30.08,3,88.81,27.55,1,18.4,28.2,91.66666667,188.3333333,37.6,16.5,24.5,0.61,43.9,93.33333333
TMS18F1343P0064,2,0,2,179.1666667,9,55,34.85,3,81.52,22.93,1,13.2,18.05,103,161.6666667,24.1,8.7,17.6,0.58,36,101.6666667
TMS18F1291P0014,2,0,3,194.1666667,9,37,,2,70.51,19.82,2,19.15,19,52.5,188.3333333,25.3,8.3,25.5,0.50,32.6,20
TMS18F1296P0071,2,1,2,225,9,20,,3,77.61,30.43,1,13.9,9.05,99,225,12.1,5.1,18.5,0.39,42.4,88.33333333
TMS18F1217P0111,2,0,0,135.8333333,9,23,,1,,22.87,2,11.5,6.25,85,136.6666667,8.3,2.7,15.3,0.35,32.8,
TMS13F1343P0044,2,0,1,120,9,52,23.39,3,73.94,20.32,3,12.45,24.55,75,112.3333333,32.7,9.5,16.6,0.66,28.9,80
TMS18F1481P0015,2,9,1,101.6666667,9,4,,3,70.46,17.97,2,12.25,1.95,53.33333333,100,2.6,1.1,16.3,0.14,40.4,77.5
TMS18F1127P0010,2,0,4,186.6666667,9,58,23.07,3,77.3,26.31,2,19.2,20.45,45,185,27.3,8.3,25.6,0.52,30.5,46.66666667
TMS18F1068P0063,2,4,3,165.8333333,9,11,,2,71.64,25.4,2,10.25,2.8,46.66666667,170,3.7,0.9,13.7,0.21,25.2,53.33333333
UNKNOWN2,2,1,1,236.6666667,9,70,,1,,30.39,2,28.55,18.85,190,245,25.1,8.5,38.1,0.40,33.7,180
TMS18F1040P0054,2,0,2,168.3333333,3,37,,,,,,9.25,12.4,67.5,153.3333333,16.5,5.4,12.3,0.57,32.7,62.5
IITA-TMS-IBA000070,2,0,2,208.3333333,9,60,24.36,3,85.73,28.19,2,21.75,31.4,78.33333333,191.6666667,41.9,12.0,29.0,0.59,28.7,75
TMS18F1505P0047,2,1,2,204.1666667,8,25,,3,86.26,29.89,1,21.45,12.8,95,270,17.1,5.4,28.6,0.37,31.7,93.33333333
TMS18F1489P0044,2,0,3,159.1666667,9,48,21.02,3,74.1,22.52,1,15.15,19.95,58.33333333,136.6666667,26.6,7.8,20.2,0.57,29.3,61.66666667
TMS18F1348P0131,2,0,2,198.3333333,9,36,,2,88.55,23.73,1,15.35,18.8,68.33333333,203.3333333,25.1,9.1,20.5,0.55,36.4,38.33333333
TMS13F1020P0001,2,7,2,138.3333333,8,21,,3,75.12,26.9,1,10.45,11.65,45,116.6666667,15.5,5.7,13.9,0.53,36.6,41.66666667
IITA-TMS-IBA980581,2,1,1,167.5,9,43,,2,,24.59,2,15.2,15.4,102,161.6666667,20.5,5.8,20.3,0.50,28.4,107.5
TMS13F1307P0016,2,0,2,162.5,9,44,25.19,3,87.9,22.18,1,11.6,23.25,59.16666667,148.3333333,31.0,10.4,15.5,0.67,33.7,63.33333333
TMS18F1336P0015,2,0,2,169.1666667,9,64,33.59,3,79.45,22.55,3,15.85,31.95,61.66666667,156.6666667,42.6,18.4,21.1,0.67,43.3,57
TMS18F1113P0038,2,0,3,209.1666667,9,56,28.39,3,90.27,28.19,2,21.55,27.35,93.33333333,191.6666667,36.5,13.6,28.7,0.56,37.2,83.33333333
TMS18F1258P0147,2,0,4,208.3333333,9,74,30.52,3,90.17,26.47,1,23.95,23.55,63.33333333,188.3333333,31.4,12.4,31.9,0.50,39.5,35
TMS18F1447P0078,2,6,3,134.1666667,9,11,,3,79.75,18.58,1,13.15,1.95,17.5,153.3333333,2.6,0.8,17.5,0.13,31.3,21.66666667
TMS18F1305P0039,2,1,4,191.6666667,9,27,26.38,3,106.74,25.89,2,18.5,30.55,27.5,168.3333333,40.7,14.0,24.7,0.62,34.3,13.33333333
TMS18F1295P0023,2,4,0,224.1666667,0,,,1,,26.14,2,24.35,1,,213.3333333,1.3,0.5,32.5,0.04,37.7,
TMS18F1349P0064,2,0,2,170.8333333,9,59,22.13,3,,22.57,2,13.25,24.7,105,156.6666667,32.9,9.2,17.7,0.65,28,98.33333333
TMS18F1414P0017,2,3,3,180.8333333,9,50,25.71,3,68.22,23.24,2,17.8,22.3,65.83333333,165,29.7,10.5,23.7,0.56,35.3,53.33333333
TMS18F1308P0114,2,0,3,176.6666667,9,33,27.01,3,63.39,20.4,2,12.8,14.75,59.16666667,175,19.7,6.0,17.1,0.54,30.3,21.66666667
TMS18F1296P0042,2,4,3,224.8333333,9,39,18.95,3,96.75,26.84,2,16.2,16.6,77.5,216.6666667,22.1,6.3,21.6,0.51,28.5,65
IITA-TMS-IBA982101,2,0,2,147.5,9,16,26.7,3,84.21,29.16,1,21.75,13.55,57.5,141.6666667,18.1,6.2,29.0,0.38,34.5,26.66666667
TMS18F1335P0001,2,0,2,129.1666667,9,17,,3,70.44,22.33,1,11.15,5.95,61.16666667,138.3333333,7.9,2.7,14.9,0.35,34.5,56.66666667
TMS18F1478P0047,2,0,2,152.5,9,89,21.96,4,84.45,27.37,1,15.4,31.25,106.3333333,160,41.7,10.0,20.5,0.67,24.1,98.33333333
TMS18F1319P0100,2,1,2,156.6666667,9,97,,3,67.24,26.95,2,17.35,17.85,95.83333333,173.3333333,23.8,8.3,23.1,0.51,34.8,90
TMS18F1506P0018,2,0,2,210.8333333,9,74,27.52,3,80.84,28.08,2,24.45,32.1,102.5,215,42.8,14.0,32.6,0.57,32.8,101.6666667
IITA-TMS-IBA30572,2,2,2,217.5,9,75,,3,87.86,32.37,2,16.5,8.2,105,210,10.9,3.2,22.0,0.33,29.2,111
TMS18F1355p0038,2,7,3,261.6666667,9,60,,3,80.53,26.81,2,34.55,21.2,87.33333333,260,28.3,10.4,46.1,0.38,36.9,71.66666667
TMS18F1038P0010,2,0,2,134.1666667,9,74,,3,80.63,20.89,1,11.7,27.1,60.83333333,118.3333333,36.1,12.0,15.6,0.70,33.3,56.66666667
TMS18F1324P0107,2,0,0,184.1666667,9,74,23.78,1,,24.66,3,18.9,30.4,143.3333333,166.6666667,40.5,14.1,25.2,0.62,34.7,
TMS18F1539P0063,2,0,2,176.6666667,9,41,21.44,3,77.78,26.31,2,18.25,15.25,76.66666667,161.6666667,20.3,6.2,24.3,0.46,30.6,95
TMS18F1348P0024,2,0,1,160.8333333,9,51,18.15,3,75.96,24.54,2,14.4,12.55,106.4,156.6666667,16.7,3.7,19.2,0.47,22.2,105
TMS18F1359P0001,2,0,2,237.5,9,82,,3,80.72,25.66,2,30.45,40.55,105.8333333,215,54.1,19.1,40.6,0.57,35.4,100
TMEB419,2,5,0,233.3333333,,0,25.41,1,,25.41,1,18,5.7,180,218.3333333,7.6,2.7,24.0,0.24,35.9,
TMS18F1314P0026,2,0,3,240,9,44,,3,93.94,30.03,1,27,17.7,76.66666667,220,23.6,9.1,36.0,0.40,38.6,75
TMS18F1345P0043,2,0,1,202.5,9,62,,3,83.97,26.72,2,20.35,21.5,139,181.6666667,28.7,11.5,27.1,0.51,40.1,128
TMS18F1001P0020,2,0,2,190.8333333,9,37,28,3,97.04,26.11,2,18.25,18.15,99.16666667,190,24.2,7.9,24.3,0.50,32.5,103.3333333
TMS18F1312P0033,2,0,2,188.3333333,9,54,29.04,3,84.59,27.21,2,24.15,20.95,75.83333333,176.6666667,27.9,10.8,32.2,0.46,38.8,78.33333333
TMS18F1348P0039,2,4,1,182.5,7,17,25.43,2,82.92,29.33,1,12.7,8.45,119.1666667,160,11.3,3.6,16.9,0.40,31.6,111.6666667
TMS18F1505P0057,2,0,0,143.3333333,9,43,25.43,1,,21.83,2,14.4,20.65,,148.3333333,27.5,7.4,19.2,0.59,26.8,
TMS18F1076P0117,2,0,0,140.8333333,0,5,,1,,14.09,2,8.55,10.05,,140,13.4,5.6,11.4,0.54,41.6,
TMS18F1395P0055,2,1,2,133.3333333,9,36,,2,81.29,20.39,2,10.55,13.55,50,143.3333333,18.1,8.5,14.1,0.56,46.8,51.33333333
TMS18F1343P0014,2,2,2,199.1666667,5,10,,2,,26.01,2,7.75,2.9,96.25,193.3333333,3.9,0.9,10.3,0.27,22.1,100
TMS18F1277P0007,2,0,3,174.1666667,8,45,23.35,3,77.69,23.93,1,12.55,14.3,12.5,160,19.1,6.0,16.7,0.53,31.7,16.66666667
TMS18F1076P0001,2,7,3,225.8333333,9,17,,2,87.75,28.87,2,19.65,3.75,69.16666667,226.6666667,5.0,2.0,26.2,0.16,40.4,55
TMS18F1334P0023,2,3,2,198.3333333,9,41,35.77,3,84.81,24.64,2,18.5,24.05,105,191.6666667,32.1,12.2,24.7,0.57,37.9,110
TMS13F1343P0022,2,0,2,154.1666667,9,57,28.75,3,85.42,22.61,2,12.35,28.45,59.16666667,190,37.9,14.1,16.5,0.70,37.1,55
TMS18F1038P0056,2,0,2,145.8333333,9,33,23.54,3,74.29,22.68,2,18.25,14.5,71.66666667,133.3333333,19.3,5.8,24.3,0.44,29.8,73.33333333
TMS18F1424P0020,2,0,0,167.5,9,16,13.33,1,,27.31,2,22.1,12.8,,181.6666667,17.1,3.6,29.5,0.37,21.2,
IITA-TMS-IBA30572,2,4,2,180.8333333,9,22,,3,87.44,32.46,1,10.25,13.1,105,200,17.5,5.4,13.7,0.56,31,100
TMS18F1377P0023,2,2,3,195.8333333,9,45,30.5,3,75.69,26.29,2,25.2,23.4,39.16666667,201.6666667,31.2,11.9,33.6,0.48,38.1,46.66666667
TMS18F1205P0010,2,3,3,233.3333333,9,47,,3,79.56,27.27,2,15,10.35,89.16666667,206.6666667,13.8,,20.0,0.41,,78.33333333
TMS18F1295P0035,2,4,2,196.6666667,9,38,,3,87.12,28.3,1,19.1,18.8,139.1666667,233.3333333,25.1,9.8,25.5,0.50,38.9,146.6666667
TMS18F1165P0018,2,0,2,161.6666667,9,57,,3,75.31,23.37,2,24.3,22.5,71.66666667,168.3333333,30.0,11.6,32.4,0.48,38.7,63.33333333
TMS18F1436P0049,2,0,2,142.5,8,51,31.91,3,71.09,16.44,4,11.3,13.95,74.16666667,140,18.6,7.2,15.1,0.55,38.8,53.33333333
TMS18F1355P0120,2,0,3,194.1666667,9,63,,3,83.42,26.26,2,27.5,17,34.16666667,203.3333333,22.7,11.0,36.7,0.38,48.6,45
TMS18F1222P0012,2,0,3,181.6666667,5,29,,4,74.81,30.15,1,11.7,10,45.83333333,183.3333333,13.3,3.6,15.6,0.46,26.7,38.33333333
IITA-TMS-IBA982101,2,0,2,189.1666667,9,58,26.79,3,80.48,23.41,1,25.5,29.4,49.16666667,181.6666667,39.2,14.0,34.0,0.54,35.8,28.33333333
TMS18F1258P0156,2,0,2,139.1666667,7,67,26.01,3,81.15,25.43,1,10.9,26.85,77.83333333,175,35.8,12.8,14.5,0.71,35.7,100
TMS18F1121P0029,2,1,3,233.3333333,9,51,30.5,3,95.81,33.64,1,24.4,29.75,70.83333333,230,39.7,13.6,32.5,0.55,34.3,55
TMS18F1260P0054,2,0,3,190,9,63,,3,86.77,28.09,2,15.8,33.25,84.16666667,221.6666667,44.3,13.8,21.1,0.68,31.2,76.33333333
TMS18F1369P0010,2,0,3,190.8333333,9,35,30.14,3,91.2,28.24,1,23.6,17.6,70.83333333,220,23.5,8.4,31.5,0.43,36,30
TMS18F1320P0051,2,0,2,199.1666667,6,35,,3,,22.98,2,13.2,8.7,95,196.6666667,11.6,3.1,17.6,0.40,26.5,100
TMS18F1345P0001,2,0,1,225,9,81,,3,84.27,24.28,2,21.45,29.55,120.8333333,210,39.4,12.9,28.6,0.58,32.7,123.3333333
TMS18F1310P0151,2,0,0,135,9,40,33.51,1,,14.07,4,10.65,12.51,,128.3333333,16.7,6.4,14.2,0.54,38.5,
IITA-TMS-IBA980581,2,0,1,185.8333333,9,41,,3,80.42,25.71,2,20,14.8,116.6666667,178.3333333,19.7,5.7,26.7,0.43,29,113.3333333
TMS18F1142P0017,2,0,3,206.6666667,9,46,39.32,4,76.37,27.65,2,41.69,27.2,47.5,215.6666667,36.3,16.1,55.6,0.39,44.5,36.66666667
TMEB419,2,1,1,266.6666667,9,51,26.46,2,,29.01,1,29.95,21.75,163.75,276.6666667,29.0,10.2,39.9,0.42,35.2,222.5
TMS18F1073P0035,2,0,3,171.6666667,9,63,16.25,3,78.59,24.04,1,16.05,42.2,33.5,178.3333333,56.3,11.7,21.4,0.72,20.8,20
TMS18F1306P0149,2,6,3,194.1666667,9,25,,2,81.55,27.82,2,19.4,10.95,95,176.6666667,14.6,5.3,25.9,0.36,36.3,41.66666667
TMS18F1333p0013,2,0,2,136.6666667,9,62,25.24,3,73.44,23.32,2,11.5,26.55,54.16666667,150,35.4,10.8,15.3,0.70,30.5,39
TMS18F1306P0127,2,1,,185,8,33,34.68,3,70.48,31.92,1,21.25,26.75,99,203.3333333,35.7,15.3,28.3,0.56,43,73.33333333
IITA-TMS-IBA000070,2,0,2,206.6666667,9,52,27.57,3,81.65,28.46,2,22.65,26.65,90.83333333,205,35.5,12.4,30.2,0.54,34.8,70
TMS18F1348P0156,2,0,2,215.8333333,9,75,32.6,3,78.86,24.66,2,21.05,24.65,110,206.6666667,32.9,12.4,28.1,0.54,37.6,107.3333333
TMS18F1396P0053,2,0,2,205.8333333,9,82,27.99,3,77.57,29.04,2,24.5,30.65,95.66666667,215,40.9,14.7,32.7,0.56,36,76.66666667
TMS18F1365P0005,2,9,1,263.3333333,9,63,,3,76.11,25.86,2,30.6,26.55,153.3333333,281.6666667,35.4,13.7,40.8,0.46,38.8,150
TMS18F1318P0007,2,1,3,209.1666667,9,30,19.49,3,74.72,28.45,2,29.2,21.7,70,211.6666667,28.9,6.8,38.9,0.43,23.6,70
TMS18F1224P0014,2,5,3,177.5,9,75,,3,73.81,25.03,1,17.05,14.85,73.33333333,176.6666667,19.8,7.6,22.7,0.47,38.3,68.33333333
TMS18F1280P0112,2,0,2,237.5,9,87,31.36,3,94.83,32.16,1,17.4,34.55,120,226.6666667,46.1,19.3,23.2,0.67,42,120
TMS18F1153P0053,2,4,2,212.5,6,29,,3,79.75,28.54,1,15.2,14.55,105,223.3333333,19.4,7.7,20.3,0.49,39.5,120
TMS18F1010P0011,2,0,2,200,9,27,24.18,4,97.63,33.87,1,17.4,14.485,109.1666667,210,19.3,6.7,23.2,0.45,34.7,115.6666667
TMS18F1202p0001,2,0,2,183.3333333,9,38,28.87,3,75.54,27.2,2,24.5,19.08,83.66666667,165,25.4,,32.7,0.44,,68.33333333
TMS18F1152P0003,2,0,3,188.3333333,9,52,28.3,3,75.16,25.3,3,15.83,24.7,77.5,180,32.9,14.2,21.1,0.61,43.1,61.66666667
TMS18F1305P0138,2,1,2,242.5,9,63,33.3,3,83.88,30.41,2,28.5,26.75,115,241.6666667,35.7,15.3,38.0,0.48,42.9,80
TMS18F1562P0030,2,1,2,200.8333333,9,53,32.72,3,74.23,28.52,2,14.8,20.65,99.16666667,201.6666667,27.5,10.4,19.7,0.58,37.8,103.3333333
TMS18F1348P0051,2,0,2,176.6666667,9,36,28.96,3,73.78,24.69,1,10.55,18.5,65,168.3333333,24.7,8.0,14.1,0.64,32.6,56.66666667
TMS18F1277P0031,2,5,1,220.8333333,9,61,,2,,25.37,3,28.9,19.35,130,221.6666667,25.8,9.0,38.5,0.40,34.8,111
TMS18F1178P0010,2,0,2,157.5,9,36,24.95,3,84.24,24.43,2,11.45,17.95,73.33333333,166.6666667,23.9,8.4,15.3,0.61,35.1,65
TMS18F1373P0028,2,0,3,172.5,9,36,,2,,24.94,2,15,10.8,93.75,206.6666667,14.4,4.1,20.0,0.42,28.5,65.33333333
TMS18F1338P0085,2,0,3,173.3333333,9,45,,3,88.32,30.82,1,25.15,19.7,59.16666667,180,26.3,8.6,33.5,0.44,32.7,68.33333333
TMS18F1221P0053,2,0,3,175,9,80,28.64,3,78.92,28.43,2,23.4,42.4,65,165,56.5,18.9,31.2,0.64,33.4,65.66666667
TMS18F1322P0019,2,1,2,150.8333333,9,50,29.7,4,72.27,28.76,2,11.9,15.15,85,173.3333333,20.2,8.2,15.9,0.56,40.6,83.33333333
TMS18F1003P0010,2,1,2,192.5,9,39,26.37,4,66.2,28.05,2,22.05,31.5,115,187.3333333,42.0,15.2,29.4,0.59,36.3,119.3333333
TMS18F1334P0003,2,0,1,159.1666667,8,51,25.15,2,,27.75,2,22.18,32.35,114.5,161.6666667,43.1,16.2,29.6,0.59,37.6,120
TMEB419,2,4,0,276.6666667,9,26,,1,,28.55,2,30.65,12.3,,278.3333333,16.4,6.1,40.9,0.29,37.1,
TMS18F1139P0076,2,0,3,170.8333333,9,44,34.61,3,70.38,27.01,2,17.85,18.5,75.83333333,200,24.7,10.5,23.8,0.51,42.6,75
IITA-TMS-IBA30572,2,3,2,184.1666667,9,33,24.11,2,,27.36,2,18.4,11.25,108,170,15.0,5.3,24.5,0.38,35.2,108.3333333
TMS18F1051P0059,2,1,1,221.6666667,9,61,19.27,3,,32.81,2,17.95,26.95,114,201.6666667,35.9,10.4,23.9,0.60,29,124
TMS18F1280P0140,2,0,2,155.8333333,9,47,24.68,3,86.05,23.44,2,11.7,30.6,71.33333333,158.3333333,40.8,12.6,15.6,0.72,31,66.66666667
TMS18F1325P0032,2,0,2,136.6666667,9,29,22.12,3,79.53,25.29,1,8.1,20.8,75.4,166.6666667,27.7,7.5,10.8,0.72,27,66.66666667
TMS18F1076P0066,2,0,3,185.8333333,9,47,23.23,3,78.17,22.72,2,26.2,21,67.5,183.3333333,28.0,7.8,34.9,0.44,27.7,61.66666667
TMS18F1063P0008,2,0,2,186.6666667,9,76,,3,80.33,27.34,2,13.65,41.4,77.5,201.6666667,55.2,15.5,18.2,0.75,28.1,98.33333333
IITA-TMS-IBA982101,2,0,2,190.8333333,9,61,,3,85.55,32.69,1,26.75,23.9,76.66666667,196.6666667,31.9,10.2,35.7,0.47,31.9,70
TMS18F1004P0008,2,2,2,168.3333333,9,30,33.71,4,62.97,22.67,1,8.05,15.75,100.8333333,171.6666667,21.0,8.6,10.7,0.66,40.9,108.3333333
TMS18F1044P0013,2,1,3,149.6666667,9,28,22.95,4,67.72,23.53,1,20.2,18.25,65,213.3333333,24.3,7.4,26.9,0.47,30.4,56.66666667
TMS18F1355P0089,2,1,,260.8333333,9,65,,1,,26.65,2,26.15,17.35,145,253.3333333,23.1,9.7,34.9,0.40,41.8,
TMS18F1286P0012,2,0,2,214.1666667,9,60,25.49,3,71.6,23.32,3,30.05,25.05,95,201.6666667,33.4,10.5,40.1,0.45,31.5,105
TMS18F1051P0063,2,0,2,174.1666667,9,6,,3,72.52,24.79,2,17.25,2.35,62.5,170,3.1,1.1,23.0,0.12,33.6,51.66666667
TMS18F1107P0020,2,0,2,206.6666667,9,68,25.95,4,74.12,23.75,2,27.06,11.85,100.8333333,208.3333333,15.8,5.0,36.1,0.30,31.7,109
TMS18F1335P0035,2,3,3,213.3333333,8,51,,3,75.6,30.17,1,20.35,25.05,81.66666667,203.3333333,33.4,10.8,27.1,0.55,32.2,38.33333333
TMS18F1120P0004,2,0,2,194.1666667,9,74,23.88,4,65.55,26.59,2,25.6,26.4,65,201.6666667,35.2,10.4,34.1,0.51,29.5,100
TMS18F1342P0003,2,0,1,155.8333333,9,59,,3,66.07,24.9,2,10.25,20.15,103.3333333,153.3333333,26.9,7.7,13.7,0.66,28.7,102.3333333
TMS18F1040P0044,2,1,3,150.8333333,9,26,30.8,3,75.83,24.33,1,13,19.83,55.83333333,146.6666667,26.4,9.1,17.3,0.60,34.4,43.33333333
TMS18F1096P0024,2,0,3,164.1666667,9,57,,3,80.91,27.31,2,17.6,19.95,65.83333333,173.3333333,26.6,11.3,23.5,0.53,42.6,56.66666667
TMS18F1472P0042,2,0,2,153.3333333,9,81,,3,82.92,26.89,2,13.45,22.65,73,183.3333333,30.2,10.1,17.9,0.63,33.4,98.33333333
TMS18F1348P0098,2,0,4,137.5,9,27,28.93,3,70.54,19.72,2,16.65,14.05,15,145,18.7,6.3,22.2,0.46,33.7,15
TMS18F1016P0010,2,2,2,234.1666667,8,30,,3,85.59,28.81,2,25.1,10.7,104,231.6666667,14.3,4.0,33.5,0.30,28.1,105
TMS18F1330P0020,2,0,2,165,9,49,26.88,3,60.38,23.45,1,15.85,20.88,89.16666667,148.3333333,27.8,9.6,21.1,0.57,34.6,93.33333333
TMS18F1370P0008,2,0,2,189.1666667,9,45,20.58,4,84.63,27.48,1,15.75,31.45,108.3333333,208.3333333,41.9,13.4,21.0,0.67,32,120
TMS18F1395P0010,2,0,1,175,8,42,26.6,2,,23.39,2,10.55,17.15,141.25,181.6666667,22.9,6.9,14.1,0.62,30.3,131.6666667
TMS18F1349P0123,2,4,3,190,9,57,,3,77.79,29.14,1,31.3,18.45,45.83333333,211.6666667,24.6,9.9,41.7,0.37,40.2,41.66666667
IITA-TMS-IBA980581,2,1,1,187.5,9,64,,3,,29.43,2,21.85,22,133.3333333,206.6666667,29.3,9.2,29.1,0.50,31.4,150
TMS18F1339P0015,2,0,2,132.5,9,51,,3,75.25,23.79,2,12.68,14.75,61.66666667,148.3333333,19.7,6.8,16.9,0.54,34.7,58.33333333
TMS18F1367P0030,2,7,3,200,9,42,,3,68.1,31.22,1,24.65,18.15,55.83333333,186.6666667,24.2,8.9,32.9,0.42,36.9,45
TMS18F1352P0002,2,0,2,138.3333333,9,42,30.5,3,80.76,20.25,2,10.35,22.9,47.5,155,30.5,10.3,13.8,0.69,33.7,64.66666667
TMS18F1003P0014,2,4,3,212.5,9,20,28.95,3,73.07,24.45,2,17.26,16.5,94.16666667,201.6666667,22.0,7.3,23.0,0.49,33.3,63.33333333
TMS18F1175P0053,2,0,3,135,9,50,14.35,3,73.63,22.24,2,14.45,18.05,45,150,24.1,5.1,19.3,0.56,21.3,46.33333333
TMS18F1328P0027,2,0,1,197.5,9,29,25.42,2,,22.4,1,14.25,19.85,124,200,26.5,7.9,19.0,0.58,29.8,115
IITA-TMS-IBA000070,2,2,2,181.6666667,9,42,,2,81.06,27.82,2,,,70,170,,,,,,68.33333333
TMS18F1259P0131,2,2,3,170,7,11,,2,72.19,26.83,1,16.88,2.85,26.66666667,195,3.8,1.7,22.5,0.14,44.3,26.66666667
TMS18F1323P0041,2,1,2,159.1666667,9,38,34.19,4,68.01,22.47,2,14.65,20,75,163.3333333,26.7,8.7,19.5,0.58,32.7,86.66666667
TMS18F1344P0198,2,3,2,150,9,35,19.81,4,72.98,24.41,2,22.25,19.95,70,145,26.6,6.6,29.7,0.47,24.7,56
TMS18F1336P0014,2,1,0,167.5,9,25,28.62,2,,21.27,2,12.6,12.6,132.5,165,16.8,6.1,16.8,0.50,36.2,
TMS18F1018P0001,2,0,4,160.8333333,9,75,25.65,3,83.88,25.6,1,17.9,29.55,54.66666667,171.6666667,39.4,12.6,23.9,0.62,31.9,56.66666667
TMS18F1113P0002,2,0,2,206.6666667,9,54,,4,64.1,25.55,2,18.35,11.55,128,210,15.4,6.0,24.5,0.39,39.1,125.6666667
TMS18F1324P0093,2,0,3,158.3333333,9,43,27.28,3,79.05,23.63,2,17.8,18.15,50,163.3333333,24.2,9.1,23.7,0.50,37.6,48.33333333
TMS18F1264P0058,2,6,1,176.6666667,4,9,,2,,24.62,1,12.6,1.9,110,180,2.5,1.1,16.8,0.13,43.8,118.5
TMS18F1076P0114,2,2,2,174.1666667,9,44,25.69,4,65.07,26.82,2,14.9,22.35,100.8333333,173.3333333,29.8,9.1,19.9,0.60,30.5,106.6666667
TMS18F1132P0078,2,0,3,152.5,9,16,,3,78.39,26.22,1,20.2,3.2,53.33333333,178.3333333,4.3,1.2,26.9,0.14,27.7,40
TMS18F1447P0002,2,1,,138.3333333,6,8,19.6,2,76.09,21.58,2,9.8,8.65,66,136.6666667,11.5,3.1,13.1,0.47,26.5,50
TMS18F1348P0117,2,5,3,210,9,25,,3,81.93,22.36,2,14.7,15.45,45.83333333,223.3333333,20.6,7.2,19.6,0.51,34.9,28.33333333
IITA-TMS-IBA982101,2,2,2,186.6666667,9,25,,3,77.99,34.48,1,,,70,176.6666667,,,,,37.3,58.33333333
TMS18F1365P0024,2,0,3,171.6666667,9,52,29.96,3,74.28,24.26,2,17.6,20.7,65,188.3333333,27.6,10.2,23.5,0.54,36.9,61.66666667
